0.000000e+00	1	2.000000e-01
0.000000e+00	1	1.900000e-01
0.000000e+00	1	3.200000e-01
0.000000e+00	1	2.700000e-01
0.000000e+00	1	3.100000e-01
0.000000e+00	2	2.000000e-01
0.000000e+00	2	1.400000e-01
0.000000e+00	2	1.800000e-01
0.000000e+00	2	1.700000e-01
0.000000e+00	2	2.300000e-01
0.000000e+00	5	1.100000e-01
0.000000e+00	5	8.000000e-02
0.000000e+00	5	8.000000e-02
0.000000e+00	5	1.500000e-01
0.000000e+00	5	1.200000e-01
0.000000e+00	10	4.000000e-02
0.000000e+00	10	8.000000e-02
0.000000e+00	10	8.000000e-02
0.000000e+00	10	4.000000e-02
0.000000e+00	10	4.000000e-02
0.000000e+00	15	8.000000e-02
0.000000e+00	15	4.000000e-02
0.000000e+00	15	4.000000e-02
0.000000e+00	15	4.000000e-02
0.000000e+00	15	0.000000e+00
0.000000e+00	20	4.000000e-02
0.000000e+00	20	4.000000e-02
0.000000e+00	20	4.000000e-02
0.000000e+00	20	0.000000e+00
0.000000e+00	20	4.000000e-02
0.000000e+00	25	8.000000e-02
0.000000e+00	25	4.000000e-02
0.000000e+00	25	4.000000e-02
0.000000e+00	25	0.000000e+00
0.000000e+00	25	4.000000e-02
0.000000e+00	30	0.000000e+00
0.000000e+00	30	4.000000e-02
0.000000e+00	30	0.000000e+00
0.000000e+00	30	0.000000e+00
0.000000e+00	30	4.000000e-02
2.000000e-02	1	3.000000e-01
2.000000e-02	1	2.300000e-01
2.000000e-02	1	3.200000e-01
2.000000e-02	1	3.800000e-01
2.000000e-02	1	2.600000e-01
2.000000e-02	2	2.000000e-01
2.000000e-02	2	2.800000e-01
2.000000e-02	2	2.800000e-01
2.000000e-02	2	1.600000e-01
2.000000e-02	2	2.000000e-01
2.000000e-02	5	5.000000e-02
2.000000e-02	5	8.000000e-02
2.000000e-02	5	8.000000e-02
2.000000e-02	5	4.000000e-02
2.000000e-02	5	1.300000e-01
2.000000e-02	10	8.000000e-02
2.000000e-02	10	0.000000e+00
2.000000e-02	10	1.200000e-01
2.000000e-02	10	8.000000e-02
2.000000e-02	10	4.000000e-02
2.000000e-02	15	8.000000e-02
2.000000e-02	15	8.000000e-02
2.000000e-02	15	4.000000e-02
2.000000e-02	15	0.000000e+00
2.000000e-02	15	0.000000e+00
2.000000e-02	20	4.000000e-02
2.000000e-02	20	4.000000e-02
2.000000e-02	20	0.000000e+00
2.000000e-02	20	4.000000e-02
2.000000e-02	20	4.000000e-02
2.000000e-02	25	4.000000e-02
2.000000e-02	25	4.000000e-02
2.000000e-02	25	4.000000e-02
2.000000e-02	25	4.000000e-02
2.000000e-02	25	0.000000e+00
2.000000e-02	30	4.000000e-02
2.000000e-02	30	4.000000e-02
2.000000e-02	30	0.000000e+00
2.000000e-02	30	4.000000e-02
2.000000e-02	30	0.000000e+00
4.000000e-02	1	3.300000e-01
4.000000e-02	1	3.600000e-01
4.000000e-02	1	3.100000e-01
4.000000e-02	1	3.100000e-01
4.000000e-02	1	2.100000e-01
4.000000e-02	2	2.900000e-01
4.000000e-02	2	2.400000e-01
4.000000e-02	2	1.600000e-01
4.000000e-02	2	1.800000e-01
4.000000e-02	2	1.200000e-01
4.000000e-02	5	8.000000e-02
4.000000e-02	5	5.000000e-02
4.000000e-02	5	8.000000e-02
4.000000e-02	5	1.200000e-01
4.000000e-02	5	4.000000e-02
4.000000e-02	10	8.000000e-02
4.000000e-02	10	8.000000e-02
4.000000e-02	10	4.000000e-02
4.000000e-02	10	1.200000e-01
4.000000e-02	10	8.000000e-02
4.000000e-02	15	0.000000e+00
4.000000e-02	15	8.000000e-02
4.000000e-02	15	4.000000e-02
4.000000e-02	15	4.000000e-02
4.000000e-02	15	4.000000e-02
4.000000e-02	20	4.000000e-02
4.000000e-02	20	4.000000e-02
4.000000e-02	20	4.000000e-02
4.000000e-02	20	4.000000e-02
4.000000e-02	20	4.000000e-02
4.000000e-02	25	8.000000e-02
4.000000e-02	25	4.000000e-02
4.000000e-02	25	4.000000e-02
4.000000e-02	25	0.000000e+00
4.000000e-02	25	0.000000e+00
4.000000e-02	30	0.000000e+00
4.000000e-02	30	4.000000e-02
4.000000e-02	30	0.000000e+00
4.000000e-02	30	0.000000e+00
4.000000e-02	30	4.000000e-02
6.000000e-02	1	2.000000e-01
6.000000e-02	1	3.800000e-01
6.000000e-02	1	2.500000e-01
6.000000e-02	1	3.700000e-01
6.000000e-02	1	3.000000e-01
6.000000e-02	2	3.200000e-01
6.000000e-02	2	3.500000e-01
6.000000e-02	2	1.900000e-01
6.000000e-02	2	3.300000e-01
6.000000e-02	2	2.100000e-01
6.000000e-02	5	1.100000e-01
6.000000e-02	5	4.000000e-02
6.000000e-02	5	8.000000e-02
6.000000e-02	5	1.600000e-01
6.000000e-02	5	1.300000e-01
6.000000e-02	10	8.000000e-02
6.000000e-02	10	1.200000e-01
6.000000e-02	10	4.000000e-02
6.000000e-02	10	8.000000e-02
6.000000e-02	10	4.000000e-02
6.000000e-02	15	4.000000e-02
6.000000e-02	15	4.000000e-02
6.000000e-02	15	8.000000e-02
